WhatId,OwnerId,Status,Priority,TaskSubtype,CreatedDate,ActivityDate,LastModifiedDate,Subject,Call Result,Call Type,Call Object Identifier,CallDurationInSeconds
23637,Admin User,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Do Not Call,Internal,166,969
25354,Laura Garza,Not Started,Normal,Call,2016-07-31,2016-07-31,2016-07-31,Update Customer,Call Back,Internal,3,978
23823,Julie Chavez,Not Started,Normal,Call,2016-09-03,2016-09-03,2016-09-03,Update Customer,Do Not Call,Inbound,898,606
23858,John Williams,Not Started,Normal,Call,2016-08-31,2016-08-31,2016-08-31,Update Customer,Success,Inbound,370,452
26031,Bruce Kennedy,Not Started,Normal,Call,2016-05-30,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Internal,565,533
24680,Evelyn Williamson,Not Started,Normal,Call,2016-05-28,2016-06-30,2016-07-11,Update Customer,Success,Inbound,0,100
26344,Jessica Nichols,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,169,58
24396,Laura Garza,Not Started,Normal,Call,2016-05-23,2016-06-30,2016-07-11,Update Customer,Success,Outbound,17,691
30545,Kelly Frazier,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Success,Outbound,494,100
29722,Irene McCoy,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Success,Outbound,459,462
30206,Irene Kelley,Not Started,Normal,Call,2016-06-07,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,824,84
25339,Irene Kelley,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Do Not Call,Outbound,865,238
24176,Doroth Gardner,Not Started,Normal,Call,2016-08-02,2016-08-02,2016-08-02,Update Customer,Do Not Call,Internal,442,146
24668,Chris Riley,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Success,Outbound,504,700
29921,Irene McCoy,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Success,Internal,496,979
25571,Irene McCoy,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,250,886
30589,Laura Garza,Not Started,Normal,Call,2016-05-26,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,126,632
29843,Doroth Gardner,Not Started,Normal,Call,2016-05-23,2016-06-30,2016-07-11,Update Customer,Success,Outbound,952,47
24188,Chris Riley,Not Started,Normal,Call,2016-05-24,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,966,7
29332,Eric Gutierrez,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,388,309
25994,Evelyn Williamson,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,173,661
23698,Jessica Nichols,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,840,346
24946,Chris Riley,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Back,Internal,311,942
29989,Johnny Green,Not Started,Normal,Call,2016-06-04,2016-06-30,2016-07-11,Update Customer,Success,Internal,44,706
24663,Eric Sanchez,Not Started,Normal,Call,2016-07-23,2016-07-23,2016-07-23,Update Customer,Success,Outbound,990,813
25987,Laura Garza,Not Started,Normal,Call,2016-08-09,2016-08-09,2016-08-09,Update Customer,Success,Outbound,286,649
24889,Harold Campbell,Not Started,Normal,Call,2016-08-20,2016-08-20,2016-08-20,Update Customer,Do Not Call,Outbound,680,245
24681,Harold Campbell,Not Started,Normal,Call,2016-09-03,2016-09-03,2016-09-03,Update Customer,Disconnected,Inbound,594,702
24474,Catherine Brown,Not Started,Normal,Call,2016-09-04,2016-09-04,2016-09-04,Update Customer,Call Unsuccessful,Internal,842,982
25875,Harold Campbell,Not Started,Normal,Call,2016-05-30,2016-06-30,2016-07-11,Update Customer,Success,Outbound,497,445
26430,Laura Garza,Not Started,Normal,Call,2016-05-27,2016-06-30,2016-07-11,Update Customer,Success,Inbound,591,845
23821,Jessica Nichols,Not Started,Normal,Call,2016-05-31,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,622,639
25851,Kelly Frazier,Not Started,Normal,Call,2016-07-12,2016-07-12,2016-07-12,Update Customer,Call Unsuccessful,Outbound,867,278
25885,Irene McCoy,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Call Back,Outbound,731,765
25127,Catherine Brown,Not Started,Normal,Call,2016-05-23,2016-06-30,2016-07-11,Update Customer,Call Back,Internal,178,408
26202,Eric Sanchez,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,94,144
25146,Irene Kelley,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Success,Inbound,936,196
25876,Eric Sanchez,Not Started,Normal,Call,2016-07-12,2016-07-12,2016-07-12,Update Customer,Call Back,Outbound,425,683
26341,Bruce Kennedy,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,47,388
25801,Dennis Howard,Not Started,Normal,Call,2016-07-09,2016-07-09,2016-07-11,Update Customer,Disconnected,Inbound,323,675
25908,Dennis Howard,Not Started,Normal,Call,2016-06-03,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,878,348
29900,Evelyn Williamson,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,346,60
24474,Nicolas Weaver,Not Started,Normal,Call,2016-06-04,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Internal,530,430
30161,Johnny Green,Not Started,Normal,Call,2016-07-10,2016-07-10,2016-07-11,Update Customer,Do Not Call,Outbound,673,182
26226,Eric Gutierrez,Not Started,Normal,Call,2016-07-15,2016-07-15,2016-07-15,Update Customer,Success,Outbound,799,386
24517,Johnny Green,Not Started,Normal,Call,2016-08-08,2016-08-08,2016-08-08,Update Customer,Call Unsuccessful,Inbound,590,198
23600,Laura Garza,Not Started,Normal,Call,2016-07-10,2016-07-10,2016-07-11,Update Customer,Call Unsuccessful,Outbound,687,172
29582,Julie Chavez,Not Started,Normal,Call,2016-07-12,2016-07-12,2016-07-12,Update Customer,Call Unsuccessful,Outbound,214,801
26191,Julie Chavez,Not Started,Normal,Call,2016-07-15,2016-07-15,2016-07-15,Update Customer,Success,Inbound,371,844
26317,Kelly Frazier,Not Started,Normal,Call,2016-05-23,2016-06-30,2016-07-11,Update Customer,Success,Internal,924,290
25515,Dennis Howard,Not Started,Normal,Call,2016-06-03,2016-06-30,2016-07-11,Update Customer,Success,Internal,920,655
29731,Eric Gutierrez,Not Started,Normal,Call,2016-07-11,2016-07-11,2016-07-11,Update Customer,Call Unsuccessful,Internal,929,645
23629,Jessica Nichols,Not Started,Normal,Call,2016-07-13,2016-07-13,2016-07-13,Update Customer,Call Back,Inbound,417,107
25598,Irene Kelley,Not Started,Normal,Call,2016-07-28,2016-07-28,2016-07-28,Update Customer,Call Unsuccessful,Outbound,788,819
29754,Bruce Kennedy,Not Started,Normal,Call,2016-06-04,2016-06-30,2016-07-11,Update Customer,Success,Inbound,874,553
24592,Eric Gutierrez,Not Started,Normal,Call,2016-05-30,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,752,893
23916,Johnny Green,Not Started,Normal,Call,2016-05-26,2016-06-30,2016-07-11,Update Customer,Success,Internal,264,45
23573,Dennis Howard,Not Started,Normal,Call,2016-05-28,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,678,135
25744,Catherine Brown,Not Started,Normal,Call,2016-06-03,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,194,960
29412,Harold Campbell,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,870,593
29526,Johnny Green,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Internal,923,901
26405,Irene Kelley,Not Started,Normal,Call,2016-07-10,2016-07-10,2016-07-11,Update Customer,Call Unsuccessful,Internal,608,733
25488,Jessica Nichols,Not Started,Normal,Call,2016-05-21,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,385,166
25406,Nicolas Weaver,Not Started,Normal,Call,2016-07-19,2016-07-19,2016-07-19,Update Customer,Disconnected,Inbound,327,35
23788,Admin User,Not Started,Normal,Call,2016-08-02,2016-08-02,2016-08-02,Update Customer,Success,Inbound,751,653
25941,Laura Garza,Not Started,Normal,Call,2016-08-08,2016-08-08,2016-08-08,Update Customer,Disconnected,Inbound,237,101
26279,Admin User,Not Started,Normal,Call,2016-08-10,2016-08-10,2016-08-10,Update Customer,Success,Inbound,435,639
24170,Irene McCoy,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Call Back,Outbound,670,90
25560,Doroth Gardner,Not Started,Normal,Call,2016-05-26,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,291,396
23982,Chris Riley,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Success,Internal,725,794
24699,Laura Garza,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Success,Outbound,148,405
25238,Admin User,Not Started,Normal,Call,2016-05-23,2016-06-30,2016-07-11,Update Customer,Call Back,Internal,947,207
26218,Dennis Howard,Not Started,Normal,Call,2016-07-13,2016-07-13,2016-07-13,Update Customer,Success,Outbound,965,327
25397,Evelyn Williamson,Not Started,Normal,Call,2016-07-19,2016-07-19,2016-07-19,Update Customer,Success,Outbound,846,742
24048,Bruce Kennedy,Not Started,Normal,Call,2016-07-23,2016-07-23,2016-07-23,Update Customer,Success,Outbound,498,38
25269,Irene McCoy,Not Started,Normal,Call,2016-07-26,2016-07-26,2016-07-26,Update Customer,Do Not Call,Internal,62,870
23559,Laura Garza,Not Started,Normal,Call,2016-06-07,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,326,504
23588,Irene McCoy,Not Started,Normal,Call,2016-05-28,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,66,477
24038,Bruce Kennedy,Not Started,Normal,Call,2016-05-25,2016-06-30,2016-07-11,Update Customer,Call Back,Internal,931,779
23973,Jessica Nichols,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Do Not Call,Internal,722,522
25085,Kelly Frazier,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,359,12
25216,Bruce Kennedy,Not Started,Normal,Call,2016-07-13,2016-07-13,2016-07-13,Update Customer,Call Unsuccessful,Internal,789,210
25375,Harold Campbell,Not Started,Normal,Call,2016-07-30,2016-07-30,2016-07-30,Update Customer,Call Back,Outbound,814,602
23899,Evelyn Williamson,Not Started,Normal,Call,2016-08-20,2016-08-20,2016-08-20,Update Customer,Call Unsuccessful,Internal,43,675
25375,Doroth Gardner,Not Started,Normal,Call,2016-06-02,2016-06-30,2016-07-11,Update Customer,Success,Internal,859,227
24174,Jessica Nichols,Not Started,Normal,Call,2016-06-03,2016-06-30,2016-07-11,Update Customer,Success,Internal,639,536
25358,Dennis Howard,Not Started,Normal,Call,2016-08-25,2016-08-25,2016-08-25,Update Customer,Do Not Call,Internal,665,624
23947,Bruce Kennedy,Not Started,Normal,Call,2016-05-20,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,37,625
23592,Admin User,Not Started,Normal,Call,2016-07-13,2016-07-13,2016-07-13,Update Customer,Disconnected,Internal,849,271
30323,Evelyn Williamson,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Do Not Call,Inbound,454,589
30150,Dennis Howard,Not Started,Normal,Call,2016-08-09,2016-08-09,2016-08-09,Update Customer,Do Not Call,Internal,749,460
25164,Johnny Green,Not Started,Normal,Call,2016-08-13,2016-08-13,2016-08-13,Update Customer,Success,Internal,449,416
29931,Catherine Brown,Not Started,Normal,Call,2016-08-15,2016-08-15,2016-08-15,Update Customer,Call Back,Internal,60,326
25354,Johnny Green,Not Started,Normal,Call,2016-05-27,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Outbound,340,128
24946,Admin User,Not Started,Normal,Call,2016-07-15,2016-07-15,2016-07-15,Update Customer,Disconnected,Inbound,634,183
25454,Johnny Green,Not Started,Normal,Call,2016-08-19,2016-08-19,2016-08-19,Update Customer,Success,Inbound,983,431
25619,Evelyn Williamson,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Success,Inbound,324,881
25286,Nicolas Weaver,Not Started,Normal,Call,2016-08-31,2016-08-31,2016-08-31,Update Customer,Success,Internal,364,771
24804,Jessica Nichols,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,732,584
24145,Nicolas Weaver,Not Started,Normal,Call,2016-05-23,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,793,277
25756,Evelyn Williamson,Not Started,Normal,Call,2016-07-18,2016-07-18,2016-07-18,Update Customer,Success,Outbound,410,678
23566,Harold Campbell,Not Started,Normal,Call,2016-05-26,2016-06-30,2016-07-11,Update Customer,Success,Internal,861,941
24827,Laura Garza,Not Started,Normal,Call,2016-06-07,2016-06-30,2016-07-11,Update Customer,Call Back,Internal,861,818
24353,Irene Kelley,Not Started,Normal,Call,2016-07-24,2016-07-24,2016-07-24,Update Customer,Success,Internal,816,427
30259,Laura Garza,Not Started,Normal,Call,2016-08-10,2016-08-10,2016-08-10,Update Customer,Call Unsuccessful,Outbound,411,21
26341,Nicolas Weaver,Not Started,Normal,Call,2016-08-23,2016-08-23,2016-08-23,Update Customer,Do Not Call,Outbound,256,154
25777,Doroth Gardner,Not Started,Normal,Call,2016-07-21,2016-07-21,2016-07-21,Update Customer,Call Back,Inbound,982,545
26232,Evelyn Williamson,Not Started,Normal,Call,2016-07-29,2016-07-29,2016-07-29,Update Customer,Success,Outbound,10,885
24491,Bruce Kennedy,Not Started,Normal,Call,2016-08-10,2016-08-10,2016-08-10,Update Customer,Do Not Call,Outbound,858,472
30450,Julie Chavez,Not Started,Normal,Call,2016-08-14,2016-08-14,2016-08-14,Update Customer,Disconnected,Inbound,526,910
24231,Admin User,Not Started,Normal,Call,2016-08-19,2016-08-19,2016-08-19,Update Customer,Success,Inbound,370,603
25694,Kelly Frazier,Not Started,Normal,Call,2016-08-20,2016-08-20,2016-08-20,Update Customer,Disconnected,Internal,272,180
30107,Irene McCoy,Not Started,Normal,Call,2016-05-31,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Internal,137,801
25214,Evelyn Williamson,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Call Unsuccessful,Inbound,300,968
25026,Bruce Kennedy,Not Started,Normal,Call,2016-07-23,2016-07-23,2016-07-23,Update Customer,Disconnected,Internal,682,971
24883,Irene McCoy,Not Started,Normal,Call,2016-07-27,2016-07-27,2016-07-27,Update Customer,Disconnected,Outbound,850,197
23760,Irene Kelley,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Success,Outbound,84,350
30243,Laura Garza,Not Started,Normal,Call,2016-05-30,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,338,640
25825,Eric Sanchez,Not Started,Normal,Call,2016-06-01,2016-06-30,2016-07-11,Update Customer,Success,Outbound,401,589
24636,Evelyn Williamson,Not Started,Normal,Call,2016-05-27,2016-06-30,2016-07-11,Update Customer,Call Back,Outbound,568,193
30229,Johnny Green,Not Started,Normal,Call,2016-07-21,2016-07-21,2016-07-21,Update Customer,Call Back,Outbound,858,133
25131,Bruce Kennedy,Not Started,Normal,Call,2016-07-25,2016-07-25,2016-07-25,Update Customer,Disconnected,Outbound,834,545
25419,Johnny Green,Not Started,Normal,Call,2016-05-26,2016-06-30,2016-07-11,Update Customer,Call Back,Inbound,551,765
25210,Eric Sanchez,Not Started,Normal,Call,2016-07-10,2016-07-10,2016-07-11,Update Customer,Disconnected,Internal,622,172
26229,Johnny Green,Not Started,Normal,Call,2016-07-30,2016-07-30,2016-07-30,Update Customer,Disconnected,Internal,902,22
25715,Bruce Kennedy,Not Started,Normal,Call,2016-08-09,2016-08-09,2016-08-09,Update Customer,Do Not Call,Outbound,413,19
24501,Johnny Green,Not Started,Normal,Call,2016-07-30,2016-07-30,2016-07-30,Update Customer,Call Back,Internal,239,484
24023,Evelyn Williamson,Not Started,Normal,Call,2016-08-10,2016-08-10,2016-08-10,Update Customer,Call Unsuccessful,Outbound,862,739
25653,Julie Chavez,Not Started,Normal,Call,2016-05-21,2016-06-30,2016-07-11,Update Customer,Success,Inbound,224,507
30151,Irene McCoy,Not Started,Normal,Call,2016-05-29,2016-06-30,2016-07-11,Update Customer,Call Back,Internal,91,791
